id	surface	path_or_key	def	current_value	source_layer	readers	live_path	proposed_disposition	reason
E0158	env	TRAI_VETO	ecosystem.config.js:104	false	env-stamp	ConfigLoader.js:1002	yes	MOVE-TO-SETTINGS	TrAI veto power (downstream constructor discards it, L0045)
E0159	env	TRAI_WEIGHT	ecosystem.config.js:103	0.2	env-stamp	ConfigLoader.js:1001	yes	MOVE-TO-SETTINGS	TrAI weight; duplicated as literal 0.3 in TRAIDecisionModule.js:47 (stop-10 flag)
E0160	env	TREND_REGIME_GATE_ENABLED	unstamped	-	env	ConfigLoader.js:830,3278	yes	MOVE-TO-SETTINGS	regime gate toggle
E0161	env	TREND_REGIME_GATE_MIN_CONFIDENCE	unstamped	-	env	ConfigLoader.js:831,3279	yes	MOVE-TO-SETTINGS	regime gate threshold
E0162	env	TTP_ACCOUNT_LIMITS_ENABLED	ecosystem.config.js:166	true	env-stamp	none (name only in ConfigLoader.js:1342 error string, not an env read)	none	MOVE-TO-SETTINGS	verified: env var has zero reads, contradicts sort's LOADER
E0163	env	TTP_BLOCK_ENTRIES_AFTER_CUTOFF	ecosystem.config.js:162	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0164	env	TTP_CONSISTENCY_ENABLED	ecosystem.config.js:171	true	env-stamp	none (name only in ConfigLoader.js:1348 error string)	none	MOVE-TO-SETTINGS	verified: zero env reads, contradicts sort's LOADER
E0165	env	TTP_CONSISTENCY_MAX_POSITION_PROFIT_RATIO	ecosystem.config.js:172	0.30	env-stamp	none (name only in ConfigLoader.js:1407 error string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0166	env	TTP_DAILY_LOSS_PAUSE_ENABLED	ecosystem.config.js:167	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0167	env	TTP_EARNINGS_BLOCK_ENTRIES	ecosystem.config.js:170	true	env-stamp	none (name only in ConfigLoader.js:1376 warning string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0168	env	TTP_EARNINGS_RESTRICTION_ENABLED	ecosystem.config.js:169	true	env-stamp	none (name only in ConfigLoader.js:1345 warning string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0169	env	TTP_ENTRY_BUFFER_MINUTES_BEFORE_CUTOFF	ecosystem.config.js:165	30	env-stamp	none (name only in ConfigLoader.js:1334 error string; tools/weekend-campaign-gauntlet.js:195 is a tool)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0170	env	TTP_LIQUIDATION_ENABLED	ecosystem.config.js:163	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0171	env	TTP_LIQUIDATION_MINUTES_BEFORE_CLOSE	ecosystem.config.js:164	10	env-stamp	none (name only in ConfigLoader.js:1331 error string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0172	env	TTP_MARKET_TIME_ENABLED	ecosystem.config.js:161	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0173	env	TTP_MAX_LOSS_ENABLED	ecosystem.config.js:168	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0174	env	TTP_MAX_PROFIT_TARGET_INITIAL_BALANCE_RATIO	ecosystem.config.js:173	0.06	env-stamp	none (name only in ConfigLoader.js:1413 error string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0175	env	TTP_RULES_ENABLED	ecosystem.config.js:155	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0176	env	TTP_VOLUME_CAP_ENABLED	ecosystem.config.js:156	true	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0177	env	TTP_VOLUME_CAP_FALLBACK_TO_RECENT	ecosystem.config.js:159	false	env-stamp	none	none	DELETE-AS-DEAD	one of the 23 confirmed-dead stamps
E0178	env	TTP_VOLUME_CAP_MAX_REFERENCE_AGE_MS	ecosystem.config.js:160	180000	env-stamp	none (name only in ConfigLoader.js:1323,1326 error strings)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0179	env	TTP_VOLUME_CAP_PERCENT	ecosystem.config.js:157	0.05	env-stamp	none (name only in ConfigLoader.js:1317 error string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0180	env	TTP_VOLUME_CAP_TIMEFRAME	ecosystem.config.js:158	1m	env-stamp	none (name only in ConfigLoader.js:1320 error string)	none	MOVE-TO-SETTINGS	verified: zero env reads
E0181	env	WEBHOOK_DRY_RUN	unstamped	-	.env	ConfigLoader.js:991	yes	MOVE-TO-SETTINGS	box .env sets true (executed evidence); July 10 amendment violated
E0182	env	WEBHOOK_ORDERS_ENABLED	unstamped	-	.env	ConfigLoader.js:990	yes	MOVE-TO-SETTINGS	box .env sets false (executed evidence); July 10 amendment violated
E0183	env	WEBHOOK_ORDER_LOG_CAP	ecosystem.config.js:153	500	env-stamp	ConfigLoader.js:994	yes	MOVE-TO-INTERNALS	buffer cap
E0184	env	WEBHOOK_TIMEOUT_MS	ecosystem.config.js:152	5000	env-stamp	ConfigLoader.js:993	yes	MOVE-TO-INTERNALS	timeout constant
E0185	env	WEBSOCKET_AUTH_TOKEN	ecosystem.config.js:20	passthrough	env-stamp	core/WebSocketManager.js:122; ogzprime-ssl-server.js:157,1799	yes	HOLD-NEEDS-OWNER	stamped onto ogz-prime-v2 but consumers belong to ssl-server/websocket process
E0186	env	TTP_DAILY_LOSS_LIMIT_DOLLARS	ecosystem.config.js:23	passthrough	env-stamp	none (name only in error string + config-audit tool)	none	DELETE-AS-DEAD	zero live readers; real value is JSON evalRules.ttp.accountLimits.dailyLossDollars
E0187	env	TTP_MAX_LOSS_THRESHOLD_EQUITY	ecosystem.config.js:24	passthrough	env-stamp	none (name only in error string + tool)	none	DELETE-AS-DEAD	zero live readers; real value is JSON maxLossThresholdEquity
E0188	env	TTP_PROFIT_TARGET_DOLLARS	ecosystem.config.js:26	passthrough	env-stamp	none (name only in error strings + tool)	none	DELETE-AS-DEAD	zero live readers; real value is JSON profitTargetDollars
E0189	env	INCEPTION_API_KEY	ecosystem.config.js:27	passthrough	env-stamp	scripts/cpu-vps-setup.sh:33,57,61; scripts/mercury-analyze.js:12 (tooling only)	none	HOLD-NEEDS-OWNER	TrAI/Mercury credential, not reachable from live bot per Amp census; boundary spec 1.1 keeps it in .env
E0190	env	STARTING_BALANCE	ecosystem.config.js:29	passthrough	env-stamp	ConfigLoader.js:3704	backtest-only	HOLD-NEEDS-OWNER	fundTarget/startingBalance readers unknown at stop 4 per sort slice 4
E0191	env	OGZ_ACCOUNT_ID	ecosystem.config.js:30	passthrough	env-stamp	none	none	DELETE-AS-DEAD	zero readers anywhere (Amp census + direct grep)
E0192	env	OGZ_ACCOUNT_LABEL	ecosystem.config.js:31	passthrough	env-stamp	none	none	DELETE-AS-DEAD	zero readers anywhere
E0193	env	OGZ_ACCOUNT_STAGE	ecosystem.config.js:32	passthrough	env-stamp	none	none	DELETE-AS-DEAD	zero readers anywhere
E0194	env	OGZ_ACCOUNT_STATUS	ecosystem.config.js:33	passthrough	env-stamp	none	none	DELETE-AS-DEAD	zero readers anywhere
E0195	env	OGZ_MIN_TRADES_REQUIRED	ecosystem.config.js:34	passthrough	env-stamp	none	none	DELETE-AS-DEAD	zero readers anywhere
E0196	env	OGZ_TRACK_RECORD_START_AT	ecosystem.config.js:35	passthrough	env-stamp	none	none	DELETE-AS-DEAD	zero readers anywhere
E0197	env	TTP_ACCOUNT_START_OF_DAY_DATE	ecosystem.config.js:21	passthrough	env-stamp	ConfigLoader.js:935 (operational accessor to venueGuards.ttp.accountLimits.accountStartOfDayDate)	yes	HOLD-NEEDS-OWNER	Sol addition; genuinely loader-read, missed by stamp-and-track method
E0198	env	TTP_ACCOUNT_START_OF_DAY_EQUITY	ecosystem.config.js:22	passthrough	env-stamp	ConfigLoader.js:936	yes	HOLD-NEEDS-OWNER	Sol addition; genuinely loader-read
E0199	env	TTP_EARNINGS_STATUS_JSON	ecosystem.config.js:25	passthrough	env-stamp	ConfigLoader.js:943	yes	HOLD-NEEDS-OWNER	Sol addition; genuinely loader-read
E0200	env	ALPACA_STOCK_DATA_URL	ecosystem.config.js:44	https://data.alpaca.markets/v2/stocks	env-stamp	server/dashboard-stock-stream-config.js:98,106	yes	HOLD-NEEDS-OWNER	dashboard-only bypass outside ConfigLoader; not in sort table
E0201	env	ALPACA_STOCK_DATA_FEED	ecosystem.config.js:45	iex	env-stamp	server/dashboard-stock-stream-config.js:99,107	yes	HOLD-NEEDS-OWNER	dashboard-only bypass; not in sort table
E0202	env	ALPACA_STOCK_DATA_ADJUSTMENT	ecosystem.config.js:46	split	env-stamp	server/dashboard-stock-stream-config.js:100,108	yes	HOLD-NEEDS-OWNER	dashboard-only bypass
E0203	env	DASHBOARD_STOCK_PRICE_SYMBOLS	ecosystem.config.js:47	TSLA,NVDA,COIN,MARA,RIOT	env-stamp	server/dashboard-stock-stream-config.js:120,127	yes	HOLD-NEEDS-OWNER	dashboard-only bypass
E0204	env	STOCK_TICKER_MAX_AGE_MS	ecosystem.config.js:48	900000	env-stamp	server/dashboard-stock-stream-config.js (resolvePositiveInteger)	yes	HOLD-NEEDS-OWNER	dashboard-only bypass
E0205	env	ALPACA_DATA_STREAM_URL	ecosystem.config.js:49	wss://stream.data.alpaca.markets/v2/iex	env-stamp	server/dashboard-stock-stream-config.js:140,149	yes	HOLD-NEEDS-OWNER	dashboard-only bypass
E0206	env	ALPACA_STOCK_STREAM_FEED	ecosystem.config.js:50	iex	env-stamp	server/dashboard-stock-stream-config.js:141,150	yes	HOLD-NEEDS-OWNER	dashboard-only bypass
E0207	env	DASHBOARD_STOCK_STREAM_ENABLED	ecosystem.config.js:51	passthrough	env-stamp	server/dashboard-stock-stream-config.js:135	yes	HOLD-NEEDS-OWNER	dashboard-only bypass
E0208	env	DATA_DIR	unstamped	-	env	ConfigLoader.js:657; PatternMemoryBank.js:183; SingletonLock.js:14; UnifiedPatternMemory.js:248	yes	HOLD-NEEDS-OWNER	Sol addition; pattern-bank/lock-file root path
E0209	env	ENABLE_DPS	unstamped	-	env	run-empire-v2.js:278	yes	HOLD-NEEDS-OWNER	Sol addition; gates DPS require but DPS NOT WIRED (S11)
E0210	env	TRADING_TIER	unstamped	-	env	core/FeatureFlagManager.js:68	yes	HOLD-NEEDS-OWNER	Sol addition; second tier identity alongside BOT_TIER (S12)
E0211	env	SOLO_STRATEGY	unstamped	-	env	ConfigLoader.js:1011 (strategies.soloFilter backtest alias)	yes	HOLD-NEEDS-OWNER	Sol addition; genuinely loader-read
E0212	env	TEST_MODE	unstamped	-	env	core/SingletonLock.js:29	backtest-only	HOLD-NEEDS-OWNER	Sol addition; lock-file mode fallback
E0213	env	FEE_TOTAL_ROUNDTRIP	unstamped	-	env	ConfigLoader.js:661,3257	yes	HOLD-NEEDS-OWNER	Sol addition; genuinely loader-read (derived from maker+taker)
G0001	trading.config.json	tuningProfiles.defaultProfile	trading.config.json:931	current-eval	tuningProfile	ConfigLoader.js:495-523 applyTuningProfileEnv, gated on TUNING_PROFILE/BACKTEST_TUNING_PROFILE (unset on box; activeTuningProfile=null :3714)	backtest-only	MOVE-TO-SETTINGS	named preset
G0002	trading.config.json	tuningProfiles.definitions.current-eval.env.ENABLE_DYNAMIC_SIZING	trading.config.json:943	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0003	trading.config.json	tuningProfiles.definitions.current-eval.env.BASE_POSITION_SIZE	trading.config.json:944	0.01	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0004	trading.config.json	tuningProfiles.definitions.current-eval.env.MAX_POSITION_SIZE_PCT	trading.config.json:945	0.05	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0005	trading.config.json	tuningProfiles.definitions.current-eval.env.BASE_POSITION_PCT	trading.config.json:946	0.01	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0006	trading.config.json	tuningProfiles.definitions.current-eval.env.MAX_POSITION_PCT	trading.config.json:947	0.05	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0007	trading.config.json	tuningProfiles.definitions.current-eval.env.ABSOLUTE_POSITION_CAP	trading.config.json:948	0.15	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0008	trading.config.json	tuningProfiles.definitions.current-eval.env.TIER1_TARGET	trading.config.json:949	0.007	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0009	trading.config.json	tuningProfiles.definitions.current-eval.env.TIER2_TARGET	trading.config.json:950	0.010	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0010	trading.config.json	tuningProfiles.definitions.current-eval.env.TIER3_TARGET	trading.config.json:951	0.015	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0011	trading.config.json	tuningProfiles.definitions.current-eval.env.FINAL_TARGET	trading.config.json:952	0.025	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0012	trading.config.json	tuningProfiles.definitions.current-eval.env.TIER1_EXIT_FRACTION	trading.config.json:953	0.30	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0013	trading.config.json	tuningProfiles.definitions.current-eval.env.TIER2_EXIT_FRACTION	trading.config.json:954	0.30	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0014	trading.config.json	tuningProfiles.definitions.current-eval.env.TIER3_EXIT_FRACTION	trading.config.json:955	0.20	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0015	trading.config.json	tuningProfiles.definitions.current-eval.env.ATR_FILTER_ENABLED	trading.config.json:956	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0016	trading.config.json	tuningProfiles.definitions.current-eval.env.ATR_MIN_PERCENT	trading.config.json:957	0.15	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0017	trading.config.json	tuningProfiles.definitions.current-eval.env.EXIT_SYSTEM	trading.config.json:958	legacy	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0018	trading.config.json	tuningProfiles.definitions.current-eval.env.FEE_SLIPPAGE	trading.config.json:959	0.0005	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0019	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.INITIAL_BALANCE	trading.config.json:972	5000	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0020	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENABLE_DYNAMIC_SIZING	trading.config.json:973	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0021	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.BASE_POSITION_SIZE	trading.config.json:974	0.01	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0022	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.MAX_POSITION_SIZE_PCT	trading.config.json:975	0.10	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0023	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.BASE_POSITION_PCT	trading.config.json:976	0.10	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0024	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.MAX_POSITION_PCT	trading.config.json:977	0.10	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0025	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ABSOLUTE_POSITION_CAP	trading.config.json:978	1.00	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset (backtest economics)
G0026	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENTRY_STOCK_SHARE_RANGE_ENABLED	trading.config.json:979	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0027	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENTRY_MIN_STOCK_SHARES	trading.config.json:980	2	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0028	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENTRY_MAX_STOCK_SHARES	trading.config.json:981	0	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0029	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENTRY_MAX_STOCK_NOTIONAL	trading.config.json:982	5000	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0030	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENTRY_CONSISTENCY_CAP_BUFFER	trading.config.json:983	0.98	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0031	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ENTRY_DAILY_LOSS_RISK_FRACTION	trading.config.json:984	1.0	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0032	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.TIER1_TARGET	trading.config.json:985	0.007	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0033	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.TIER2_TARGET	trading.config.json:986	0.010	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0034	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.TIER3_TARGET	trading.config.json:987	0.015	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0035	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.FINAL_TARGET	trading.config.json:988	0.025	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0036	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.TIER1_EXIT_FRACTION	trading.config.json:989	0.30	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0037	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.TIER2_EXIT_FRACTION	trading.config.json:990	0.30	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0038	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.TIER3_EXIT_FRACTION	trading.config.json:991	0.20	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0039	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ATR_FILTER_ENABLED	trading.config.json:992	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0040	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.ATR_MIN_PERCENT	trading.config.json:993	0.40	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0041	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.EXIT_SYSTEM	trading.config.json:994	legacy	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0042	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.FEE_MODEL	trading.config.json:995	per_share_minimum	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0043	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.FEE_PER_SHARE	trading.config.json:996	0.005	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0044	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.FEE_MIN_ORDER	trading.config.json:997	0.75	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0045	trading.config.json	tuningProfiles.definitions.ttp-5k-max.env.FEE_SLIPPAGE	trading.config.json:998	0.0005	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0046	trading.config.json	tuningProfiles.definitions.trey-spec.env.INITIAL_BALANCE	trading.config.json:1010	5000	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0047	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENABLE_DYNAMIC_SIZING	trading.config.json:1011	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0048	trading.config.json	tuningProfiles.definitions.trey-spec.env.BASE_POSITION_SIZE	trading.config.json:1012	0.01	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0049	trading.config.json	tuningProfiles.definitions.trey-spec.env.MAX_POSITION_SIZE_PCT	trading.config.json:1013	0.10	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0050	trading.config.json	tuningProfiles.definitions.trey-spec.env.BASE_POSITION_PCT	trading.config.json:1014	0.10	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0051	trading.config.json	tuningProfiles.definitions.trey-spec.env.MAX_POSITION_PCT	trading.config.json:1015	0.10	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0052	trading.config.json	tuningProfiles.definitions.trey-spec.env.ABSOLUTE_POSITION_CAP	trading.config.json:1016	1.00	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0053	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENTRY_STOCK_SHARE_RANGE_ENABLED	trading.config.json:1017	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0054	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENTRY_MIN_STOCK_SHARES	trading.config.json:1018	2	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0055	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENTRY_MAX_STOCK_SHARES	trading.config.json:1019	0	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0056	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENTRY_MAX_STOCK_NOTIONAL	trading.config.json:1020	5000	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0057	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENTRY_CONSISTENCY_CAP_BUFFER	trading.config.json:1021	0.98	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0058	trading.config.json	tuningProfiles.definitions.trey-spec.env.ENTRY_DAILY_LOSS_RISK_FRACTION	trading.config.json:1022	1.0	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0059	trading.config.json	tuningProfiles.definitions.trey-spec.env.ORCH_MIN_CANDLES_EMA	trading.config.json:1023	200	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0060	trading.config.json	tuningProfiles.definitions.trey-spec.env.TREND_REGIME_GATE_ENABLED	trading.config.json:1024	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0061	trading.config.json	tuningProfiles.definitions.trey-spec.env.TREND_REGIME_GATE_MIN_CONFIDENCE	trading.config.json:1025	0.25	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0062	trading.config.json	tuningProfiles.definitions.trey-spec.env.ATR_CONTRACTS_ENABLED	trading.config.json:1026	true	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0063	trading.config.json	tuningProfiles.definitions.trey-spec.env.ATR_STOP_MULTIPLIER	trading.config.json:1027	2.0	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
G0064	trading.config.json	tuningProfiles.definitions.trey-spec.env.ATR_TRAIL_MULTIPLIER	trading.config.json:1028	2.0	tuningProfile	same gate as G0001	backtest-only	MOVE-TO-SETTINGS	named preset
